"","cids","smiles","MW","nHA","nHD","TPSA","nRot","nRing","MaxRing","nHet","fChar","nRig","nStereo","gasa","QED","Fsp3","MCE18","Lipinski","Pfizer","GSK","GoldenTriangle","logS","logD","logP","pka_acidic","pka_basic","caco2","PAMPA","pgp_inh","pgp_sub","hia","f20","f30","f50","OATP1B1","OATP1B3","BCRP","BSEP","BBB","MRP1","PPB","logVDss","Fu","CYP1A2sub","CYP2C19inh","CYP2C19sub","CYP2C9inh","CYP2C9sub","CYP2D6inh","CYP2D6sub","CYP3A4inh","CYP3A4sub","CYP2B6inh","CYP2B6sub","CYP2C8inh","LMhuman","clplasma","t05","hERG","DILI","Ames","ROA","FDAMDD","SkinSen","Carcinogenicity","EC","EI","Respiratory","HHT","NeurotoxicityDI","Ototoxicity","Hematotoxicity","NephrotoxicityDI","Genotoxicity","RPMI8226","A549","HEK293","NRAhR","NRAR","NRARLBD","NRAromatase","NRER","NRERLBD","NRPPARgamma","SRARE","SRATAD5","SRHSE","SRMMP","SRp53","Aggregators","Fluc"
"197","cid6918878","CC(=O)Nc1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1",351.1,5,4,84.22,6,3,6,6,0,19,0,0,0.616,0.053,17,0,0,0,0,-3.756276478,2.57436692,2.30047416,8.644638993,4.072418601,-4.658997143,0.693990886,0.010811731,0.58076483,0.000440538,0.010680735,0.013943076,0.837963507,0.456718981,0.982534587,0.01335178,0.174115822,0.159279272,0.952946484,93.8619694,-0.012214414,6.387040737,0.022485266,0.00034801,0.911529899,0.003838571,0.032275021,1.2e-06,0.000188892,0.069097839,0.067313537,0.000936722,2.69e-09,0.157576665,0.462914616,3.008045024,0.725451352,0.646522462,0.999880791,0.943548024,0.136400372,0.606817663,0.20392023,0.584269702,2.72e-07,0.443445921,0.906511068,0.872931778,0.619422555,0.354595989,0.776170492,0.887242556,0.99995923,0.140473992,0.076479793,0.617307603,0.999616027,0.627177954,0.156593427,0.092245936,0.970307708,0.001528523,0.096866325,0.995146573,0.965960205,0.102876358,0.99726069,0.99180603,0.967,0.828
"198","cid6610355","CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc21",326.19,7,3,87.89,7,3,9,7,0,16,0,0,0.618,0.353,16,0,0,0,0,-3.486509042,2.797398296,2.547898342,8.060253973,6.35010128,-5.283226073,8.55e-05,0.971586287,1.42e-05,0.000795662,0.019712329,0.997747278,0.963183481,0.993976712,0.998274684,0.168261349,0.999997973,0.573678792,0.777109504,73.95454979,0.153385821,23.09697301,0.410002798,0.084963307,0.031961303,0.964016557,0.020148128,0.999692321,0.008579878,0.994703233,0.002052959,0.994099259,2.64e-06,0.983779609,0.930036485,7.440024882,0.968698648,0.45344916,0.952738404,0.525210321,0.042106073,0.316010654,0.348874182,0.881845772,7.41e-10,0.038170166,0.480667382,0.815394342,0.954238117,0.780323923,0.412641943,0.846486449,0.996139705,0.122592919,0.589791656,0.676622331,0.10314434,0.016600508,0.001753426,0.001206801,0.279637367,0.001466763,0.002513792,0.389265329,0.003101638,0.001091866,0.005561414,0.005052792,0.19,0.067
"199","cid3465537","CCOC(=O)c1c(NC(=O)c2ccc([N+](=O)[O-])s2)sc2c1CC(C)(C)NC2(C)C",437.11,8,2,110.57,7,3,9,10,0,18,0,0,0.41,0.474,53.143,0,0,1,0,-3.643875264,2.877877452,2.840016692,7.790468267,5.854129344,-5.179725803,0.429771423,0.257545918,0.011973818,0.001460791,0.143663228,0.609741271,0.920611009,0.109014541,0.380398065,0.006832828,0.998313189,0.005696762,0.999847889,96.34643045,0.40015999,2.511011386,0.520510912,0.036397181,0.423566818,0.00512083,0.998387218,0.998626351,0.999476254,0.00119634,0.826638758,0.29119423,0.000173663,0.015848678,0.012915427,4.943983783,0.554266301,0.257299095,0.999973536,0.948619246,0.312848687,0.096797183,0.989729524,0.967238247,6.36e-08,0.026617961,0.198905826,0.493120223,0.001914913,0.423040062,0.105727732,0.114929542,1,0.227542847,0.013897738,0.720995367,0.736675501,0.014594547,0.041790415,0.238116339,0.134490207,0.030915307,0.005509339,0.693462968,0.029462755,0.552670181,0.970816493,0.842533648,0.952,0.007
"200","cid252682","Cc1ccc(S(=O)(=O)OCC(=O)Nc2ccc(C(=O)O)c(O)c2)cc1",365.06,8,3,130,7,2,6,9,0,16,0,0,0.665,0.125,16,0,0,0,0,-3.197091407,2.202318135,2.564961367,4.144304124,3.060874743,-5.774196095,0.998341918,0.000667035,0.000207085,0.000406802,3.54e-05,3.81e-05,0.001073539,0.261161923,0.959252656,3.31e-07,0.887602031,0.025189061,0.988724649,98.74051127,-0.832381841,1.017064245,5.34e-05,0.007335042,0.004417743,0.072770081,0.009808205,0.91359973,0.000159248,0.025433371,0.248011142,9.01e-05,5.68e-10,0.253760189,0.17474553,2.092646988,0.999540852,0.115817532,0.951110482,0.435168177,0.284644693,0.235051498,0.710954785,0.203344584,0.012777995,0.96592617,0.55155021,0.505790949,0.206339911,0.230084583,0.286314666,0.392077714,0.96538502,0.023714496,0.017032858,0.061453324,0.016093396,0.025157753,2.19e-05,2.88e-05,0.155243605,0.000231891,0.000186041,0.007131696,5.69e-06,9.98e-06,0.019255158,4.22e-05,0.066,0.465
"201","cid227681","CCC(=O)OCN1C(=O)C=CC1=O",183.05,5,0,63.68,4,1,5,5,0,8,0,0,0.45,0.375,7,0,0,0,1,-0.821706487,0.706426992,0.712349636,7.563176209,3.857426391,-4.526959149,0.577149689,0.116627522,0.269611359,0.807653829,0.483327329,0.700300902,0.862376675,0.164802343,0.54635942,0.001999938,0.987679064,0.855464876,0.231155142,70.59889343,-0.610909668,25.10528978,0.821421444,0.015225597,0.000211981,0.003694317,2.74e-05,4.38e-05,2.26e-07,0.000211459,0.058412839,0.000103171,8.09e-07,0.629380643,0.87839216,6.12765871,0.805100919,0.08729545,0.509030819,0.761329055,0.472312808,0.606127858,0.908447206,0.887999952,0.932411015,0.993844748,0.662192404,0.444561332,0.84578824,0.146818623,0.590175092,0.240724728,0.953268766,0.036520585,0.004958049,0.244278729,0.007066601,0.000918924,0.016554985,0.013250588,0.007703061,0.007173811,0.079100393,0.369383842,0.000335498,0.984294534,0.00225694,0.79542774,0.02,0.035
"202","cid409805","CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1",421.3,7,4,91.99,10,3,10,7,0,17,1,0,0.429,0.458,38,0,0,1,0,-3.600153547,3.449138332,4.192735052,10.06654466,8.512537089,-5.623971616,0.001539828,0.002132125,0.960934758,4.77e-07,0.00878942,0.002304852,0.827709839,0.991007507,0.990115523,0.003050801,0.991074383,0.072676808,0.999572694,64.87335499,1.202277063,26.07858332,0.979598641,4.82e-08,0.083902642,1.01e-07,1.89e-06,0.95952338,0.001107244,0.001708456,0.963938355,0.957749069,8.2e-13,0.162371084,0.004748863,5.08841296,0.751906583,0.978242576,0.842908025,0.790505648,0.711918533,0.683304906,0.956354618,0.506425261,1.14e-06,0.157980174,0.998588741,0.823041022,0.998160779,0.60695374,0.590326667,0.985166013,0.999787748,0.258054644,0.164155513,0.853233099,0.643974125,0.001776131,0.101398334,0.288214147,0.957070291,0.005935704,0.01137353,0.525124073,0.181224555,0.027063798,0.112843513,0.897178113,0.336,0.277
"203","cid81146","O=C(O)c1cc2cc(OCc3ccccc3)ccc2[nH]1",267.09,4,2,62.32,4,3,9,4,0,17,0,0,0.761,0.062,15,0,1,0,0,-3.449374404,2.440144615,3.632299492,4.528730703,1.181837727,-5.16536108,0.991421759,0.000600406,0.001439695,0.126324356,0.230266988,0.355676532,0.100993872,0.990786195,0.99881196,0.010557461,0.427923232,0.012462123,0.752999127,98.4817689,-0.711168566,0.890297619,0.297611982,0.000208998,0.005145014,0.014737494,0.98862052,0.000401755,0.117158465,1.96e-05,0.000317323,0.003380138,0.000500128,0.940154552,0.571607351,2.327743498,1.221777282,0.199181557,0.936624885,0.447522849,0.216360673,0.30577448,0.109460481,0.495307505,0.003326005,0.941131353,0.737861454,0.55077076,0.493523121,0.605351031,0.427207381,0.785529017,0.322049826,0.036525566,0.044450082,0.189579606,0.92100668,0.291387796,0.118746579,0.096209653,0.840011954,0.043451734,0.028878862,0.600551426,0.207303807,0.076426752,0.777895093,0.106182076,0.505,0.909
"204","cid262093","O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21",310.03,4,2,74.6,6,2,10,6,0,13,0,0,0.833,0.286,24,0,0,0,0,-2.921707135,1.54462264,1.101968148,6.576493292,5.257783854,-5.07952282,0.932836235,0.240625635,0.000271903,0.988995811,0.035492837,0.85471943,0.187001407,0.25434956,0.879266441,8.51e-07,0.894860089,0.114684455,0.353589267,68.35504746,-0.037950785,27.40641014,0.058160637,0.999999881,0.993651092,1,0.983382642,0.999972701,0.484869659,0.999995708,0.640329242,0.003204467,2.2e-09,1,0.999963045,5.753950779,0.976702578,0.044666078,0.888340771,0.683679938,0.098065533,0.080267839,0.999064863,0.879290938,0.08936958,0.982581317,0.841030419,0.643809676,0.195170581,0.18373087,0.590981007,0.40175119,0.047740903,0.055434298,0.062820867,0.304519415,0.268499821,0.002582735,0.000753679,0.383711845,0.288534969,0.048180431,0.000397547,0.917903781,0.000764238,0.226621926,0.503506958,0.405312598,0.05,0.601
"205","cid4096211","O=C(Nc1nc2ccc(NC(=O)C34CC5CC(CC(C5)C3)C4)cc2s1)c1ccccc1",431.17,5,2,71.09,6,7,9,6,0,30,0,0,0.556,0.4,79.714,0,1,1,0,-6.946271743,4.538168528,5.229236993,11.79417322,3.854241132,-5.165152483,0.013652642,0.013395231,0.000352932,1.81e-05,0.000318646,0.001831174,0.226483285,0.009627285,0.006730413,1.29e-06,0.993957758,0.999881744,0.977368355,99.55084198,0.048327451,0.329904162,0.000675424,0.775958478,0.267825782,0.037638307,0.002828439,0.024133746,0.134512573,0.980343938,0.003226276,0.006058846,0.266530514,0.005087265,0.995661914,2.691323953,0.55993975,0.64238584,0.996231377,0.500421047,0.142232761,0.868601203,0.057216655,0.757009745,5.37e-13,0.000227747,0.374959648,0.939079046,0.054434624,0.97739923,0.355455041,0.726095378,0.996243596,0.244444281,0.73472333,0.984136343,0.999975443,0.563565493,0.496756762,0.401327342,0.869837821,0.000310117,0.515128493,0.999976993,0.99458766,0.636108816,0.998158872,0.982467592,1,0.991
"206","cid9825149","Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2C1CC(CN2CCCC2)C1",453.25,6,2,69.2,7,6,9,6,0,31,0,0,0.411,0.357,70.211,0,1,1,0,-5.015602036,3.508278251,4.472739302,10.90564099,8.387565739,-5.11712963,0.316822976,0.010654813,0.000367261,3.58e-07,0.002565801,0.019355655,0.003650069,0.516895056,0.924069226,0.227305114,0.991937816,0.998827159,0.991336823,90.68400874,0.835214245,8.44269158,2.98e-05,0.003985451,0.00430391,0.000246119,5e-06,0.887861907,0.10729108,0.070042007,0.975795984,0.900598943,3.32e-09,0.991704345,0.008352891,7.62187788,0.729402763,0.96039933,0.964400709,0.52871114,0.49972114,0.980252206,0.108919173,0.429468989,1.89e-09,0.000825145,0.962090671,0.879543483,0.999042928,0.8223719,0.711077452,0.931035578,0.991984963,0.220389321,0.739297092,0.96610415,0.002904548,0.000618892,6.62e-05,0.085814409,0.035724435,6.62e-06,6e-06,0.604517758,0.041127499,0.039883159,0.257613361,0.023805523,0.837,0.137
"207","cid11977753","Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21",469.19,6,0,76.5,3,6,13,6,0,34,0,1,0.324,0.133,34,0,0,1,0,-5.649945718,3.494752669,3.892754532,10.30576456,4.848557384,-4.650198629,0.061117139,0.732793808,0.002416559,6.08e-06,5.58e-05,0.000113249,0.00875771,0.423144758,0.954544008,0.139182046,0.99998498,0.004598196,0.796787322,98.08311614,0.340723353,1.629446108,0.838297486,0.706027865,0.069772914,0.013318767,0.965297401,0.004665931,0.389380664,0.898434341,0.714776218,0.005242212,5.07e-05,0.999981403,0.985059381,4.045367842,0.615968517,0.807088315,0.997153282,0.859611213,0.912793219,0.992676616,0.000328543,0.881462216,1.07e-09,0.007877191,0.990279853,0.895882189,0.987138689,0.927291095,0.450948209,0.954838216,0.999969721,0.387471795,0.428823858,0.920809865,0.713095427,0.007589723,0.001902006,0.144344896,0.188299373,0.000169456,0.008574996,0.019815302,0.44002986,0.000551227,0.040225957,0.069394179,1,0.31
"208","cid46398810","Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1",490.23,7,1,68.1,5,6,10,9,0,34,0,0,0.453,0.37,74.595,0,0,1,0,-3.900967519,2.94048828,2.943606942,7.876104015,7.006922409,-5.457665252,0.715155363,0.124808691,0.053369161,2.38e-07,1.43e-06,0.000100136,0.000785232,0.872733772,0.98962003,0.079846852,0.999289274,0.014389211,0.999387026,86.01997686,1.032423545,11.90455665,0.541608632,4.41e-06,0.001114928,8.22e-06,4.72e-06,2.05e-09,0.24061738,0.621096849,0.999976754,0.99861896,6.78e-10,0.987038016,1.93e-08,6.611301384,0.304903712,0.95509249,0.9942801,0.865915716,0.94015485,0.886410058,0.043228298,0.376359552,1.45e-08,0.006822411,0.99428767,0.993813992,0.999717534,0.98773706,0.586033106,0.999910235,0.999798715,0.331567943,0.244974136,0.613622606,0.033974703,0.002889666,0.01424796,0.10101676,0.597455084,0.003488443,0.391212404,0.766401649,0.325492799,0.054037414,0.131695986,0.026599687,0.756,0.147
"209","cid16038120","COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1",613.26,10,2,102.93,9,5,6,12,0,32,0,0,0.342,0.467,74.682,0,0,1,1,-4.812948415,3.33344339,3.944760783,8.45007844,6.581386108,-5.540051701,0.000547581,0.995971024,0.095908433,4.41e-06,0.001389146,0.016117334,0.998578537,0.12849997,0.315612972,0.038090456,1,0.00041584,0.999994874,99.14848432,0.520633392,1.893963545,0.991499245,0.022427443,0.998494148,8.29e-06,0.003530039,0.111223169,2.8e-06,0.999861956,0.999998212,0.715767443,5.3e-11,0.101222157,0.804063678,7.200840725,0.375687074,0.994010985,0.99855715,0.046583772,0.361744583,0.742907166,0.615956604,0.529670775,5.68e-09,0.000510726,0.688275516,0.974390328,0.849882841,0.832348168,0.250738382,0.987974167,0.996762156,0.407597274,0.592730165,0.906437635,0.332666367,0.001329207,0.00028201,0.000764004,0.100692406,9.94e-06,0.000116288,0.824160576,0.005748224,0.000352625,0.268007219,0.013799608,0.478,0.078
"210","cid4578","Nc1nc(OCc2ccccc2)c2[nH]cnc2n1",241.1,6,3,89.71,3,3,9,6,0,16,0,0,0.725,0.083,14,0,0,0,0,-3.252292851,2.241352611,2.16440446,8.957774151,4.025738917,-4.899551425,0.310564399,0.630145013,0.000654447,0.029354095,0.066715419,0.516581416,0.081798792,0.970719457,0.993858278,0.062571138,0.86139518,0.516138315,0.34691906,83.92782266,0.185088385,15.37741853,0.20776318,0.999951959,0.004977095,0.256811678,0.005190146,0.018035732,0.000112771,0.997952044,0.193502009,0.97241807,0.999887586,0.999988914,0.228213012,7.068740997,0.945178189,0.208856881,0.705111682,0.386556268,0.525322914,0.512196779,0.247754693,0.516407192,0.00058677,0.927602291,0.564781785,0.653060794,0.83501488,0.356920958,0.3422786,0.329412878,0.716510773,0.071451493,0.225564435,0.372198731,0.944470048,0.059210941,0.002412943,0.123897187,0.741913676,0.004873149,0.002454803,0.518080771,0.031608198,0.001062414,0.622033417,0.280414522,0.121,0.027
"211","cid135398516","COc1cccc2cc(-c3nc(C4CCC(C(=O)O)CC4)n4ncnc(N)c34)[nH]c12",406.18,9,4,131.42,4,5,9,9,0,27,0,0,0.474,0.333,65.571,0,0,1,0,-3.84140913,2.436413714,2.299253858,8.230073708,4.506297883,-5.548495123,0.139379308,0.001979049,0.00155632,0.000944316,0.000173748,0.00058198,0.066931367,0.994939089,0.999604046,0.034269273,0.979268074,0.002252302,0.932366967,96.61285292,-0.343194987,2.731840764,3.45e-06,9.51e-07,0.000108818,8.31e-06,0.924504101,4.34e-07,7.83e-06,4.99e-09,0.000127183,1.28e-06,1.27e-07,0.002803205,0.005104834,6.02952067,0.913259206,0.112877376,0.994217753,0.705639839,0.535940409,0.706058025,0.110452555,0.612750709,2.33e-07,0.380547851,0.927887619,0.89075321,0.934017658,0.957093656,0.908139408,0.984813631,0.995227695,0.19327499,0.101756595,0.342403173,0.905138671,0.135146171,0.03948354,0.633828282,0.416789502,0.010076479,0.822399139,0.926205516,0.380808145,0.016202757,0.814962924,0.437617242,0.07,0.158
"212","cid9868037","O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12",443.09,5,2,63.25,8,4,10,9,0,23,0,0,0.38,0.091,23,0,1,1,0,-7.838275017,4.394423743,5.825873794,12.04029799,4.00669751,-5.22913127,0.246631265,0.375715375,0.020712746,0.076675296,0.19073236,0.490461111,0.669595778,0.961202443,0.996583045,0.005290148,0.99757129,0.275534481,0.50686276,98.92785396,0.062536907,0.561693337,0.999168515,0.999981523,0.001013762,0.999940872,0.830270588,0.615731955,0.197876036,0.617627025,0.024410522,0.995575309,1.97e-05,0.999993086,0.337052107,3.407485127,0.6350689,0.911211431,0.99990344,0.561037481,0.500115633,0.786820471,0.018915737,0.431465715,3.73e-09,0.014289776,0.662105381,0.979349434,0.830064356,0.909927189,0.320170701,0.997897267,0.999999046,0.311123669,0.797446549,0.982753634,0.999338925,0.005425721,0.000362138,0.886165559,0.740323961,0.003249069,0.002661648,0.955879331,0.172046155,0.023834713,0.9612692,0.931942284,0.999,0.369
"213","cid135421197","C=CCc1cccc(C=NNC(=O)CN2CCN(Cc3ccccc3)CC2)c1O",392.22,6,2,68.17,9,3,6,6,0,21,0,0,0.411,0.304,36.267,0,1,0,0,-3.5075784,3.177570256,3.409381532,8.622079799,7.514925269,-5.116586061,0.006351293,0.030067962,0.001215356,0.010627329,0.859615937,0.871113136,0.523691714,0.372058302,0.735355973,2.53e-05,0.319353908,0.004460871,0.409960568,93.58918359,0.342319738,6.150953795,0.340497017,0.99492079,0.020261671,0.710870922,0.662969768,0.727409661,0.894787252,0.404790193,1.41e-05,0.071676835,1.06e-08,0.991702735,0.378897637,6.072734123,0.705759731,0.749981165,0.409746617,0.777096391,0.510053635,0.622952104,0.998815298,0.603836358,0.022452259,0.573166609,0.990507007,0.320508569,0.974466801,0.049547315,0.067991391,0.797124624,0.972462475,0.032715764,0.126989573,0.770677984,0.481706351,0.002740434,0.00199406,0.005787785,0.015951082,6.12e-05,4.93e-05,0.241252556,0.000416392,0.034194488,0.015982211,0.000382042,0.935,0.571
"214","cid4705","COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC",359.03,5,1,56.27,4,3,10,6,0,17,0,0,0.757,0.125,16,0,1,0,0,-4.813755666,3.42624757,3.862580583,9.945849587,4.280576478,-4.776598743,0.03298622,0.96866101,0.032063074,0.014354527,0.010379672,0.005098939,0.326203108,0.999450147,0.999985933,0.999002278,0.999992132,0.002758826,0.835883558,98.00907461,0.46289231,1.857758832,0.478263617,0.991823971,0.000827596,0.998188198,0.001366707,0.52518487,0.981165528,0.999260962,0.994487584,0.995849252,6.76e-08,1,0.027921133,4.237953296,0.954467284,0.467986673,0.984014809,0.382425487,0.727185607,0.680840671,0.915809512,0.377718866,0.008449737,0.979917109,0.912685871,0.641034484,0.831176877,0.266363442,0.384017944,0.666210711,0.987250805,0.127881825,0.232678577,0.620765507,0.997783363,0.333402127,0.009235347,0.305004209,0.698363066,0.003134171,0.004959449,0.851592422,0.520918071,0.121240012,0.99186337,0.615941584,0.492,0.27
"215","cid10231331","O=C(NOCC(O)CO)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F",559.91,6,4,90.82,8,2,6,11,0,13,1,0,0.237,0.188,32,0,0,1,1,-4.800002474,2.859748651,2.869970715,7.916343095,5.655755311,-4.885707107,0.294696182,0.019193584,0.092551023,0.046437144,0.002399027,0.091348886,0.007516205,0.959295809,0.980815053,0.000288256,0.010803039,0.015091641,0.770332932,96.64489016,0.601407789,2.572544138,0.029931549,0.012644329,5.88e-06,0.995613098,0.076294467,0.026881041,4.16e-05,0.737507522,0.000187041,0.644408762,2.85e-14,0.999940038,0.0162233,3.830656324,0.845620368,0.825361848,0.999715269,0.816808462,0.262990892,0.073259778,0.990665197,0.159046903,3.21e-07,0.213146389,0.489011049,0.708377898,0.7455374,0.992079794,0.141780213,0.998628616,0.999815404,0.088303164,0.47148928,0.33701694,0.979356527,0.54608357,0.042132687,0.032250516,0.672672391,0.166288048,0.011695341,0.613075674,0.070125692,0.157524765,0.959161878,0.220113695,0.676,0.015
"216","cid3129","CCCCCCCCCC(=O)NC(CN1CCOCC1)C(O)c1ccccc1",390.29,5,2,61.8,14,2,6,5,0,13,2,0,0.505,0.696,35.256,0,1,0,0,-4.20872697,3.487691323,3.564679189,8.049592602,6.793321876,-5.03527576,0.131307617,0.001117793,0.080396324,0.007361054,0.028184414,0.123832226,0.082388878,0.079734832,0.986944318,0.000402964,0.25736928,0.833364904,0.969783604,93.62378141,0.785003896,7.553380961,5.04e-08,0.002972359,0.647072792,4.03e-07,4.27e-05,0.529984117,0.59055692,0.050827555,0.057310395,0.120880142,1.17e-06,0.010518485,0.702210844,5.319219037,0.359979093,0.419760108,0.122901194,0.182356223,0.173208103,0.295147389,0.538303077,0.345180154,0.008842084,0.449454635,0.768343627,0.440345913,0.511900306,0.417313278,0.088828437,0.603233457,0.00320277,0.059880134,0.110992625,0.223869294,0.000630883,0.012418251,0.000240764,0.0004583,0.14871788,0.001144329,7.37e-05,0.310712755,0.000108923,0.001762737,0.009172049,0.000517153,0.176,0
"217","cid6610216","CCCCCCCCCC(=O)NC(CN1CCOCC1)C(O)c1ccccc1",390.29,5,2,61.8,14,2,6,5,0,13,2,0,0.505,0.696,35.256,0,1,0,0,-4.20872697,3.487691323,3.564679189,8.049592602,6.793321876,-5.03527576,0.131307617,0.001117793,0.080396324,0.007361054,0.028184414,0.123832226,0.082388878,0.079734832,0.986944318,0.000402964,0.25736928,0.833364904,0.969783604,93.62378141,0.785003896,7.553380961,5.04e-08,0.002972359,0.647072792,4.03e-07,4.27e-05,0.529984117,0.59055692,0.050827555,0.057310395,0.120880142,1.17e-06,0.010518485,0.702210844,5.319219037,0.359979093,0.419760108,0.122901194,0.182356223,0.173208103,0.295147389,0.538303077,0.345180154,0.008842084,0.449454635,0.768343627,0.440345913,0.511900306,0.417313278,0.088828437,0.603233457,0.00320277,0.059880134,0.110992625,0.223869294,0.000630883,0.012418251,0.000240764,0.0004583,0.14871788,0.001144329,7.37e-05,0.310712755,0.000108923,0.001762737,0.009172049,0.000517153,0.176,0
"218","cid57519531","CC1(CO)CN(c2cc(C(=O)Nc3ccc4c(c3)-c3c(c(C(N)=O)nn3-c3ccc(F)cc3)CC4)c(Cl)cn2)CC1(C)CO",618.22,10,5,146.6,8,6,13,12,0,34,2,0,0.245,0.312,128.143,0,0,1,1,-6.325492119,3.073895673,3.670101422,8.757035372,5.246662007,-5.431356731,0.521622181,0.075252324,0.099645048,0,1.19e-07,3.58e-07,0.002578497,0.104082569,0.860630333,2.68e-05,0.999396682,0.759756327,0.984154224,93.54856407,0.386158646,5.346424325,0.023802809,4.8e-05,0.000293643,0.019028073,0.644518673,5.68e-06,0.0259964,0.011898652,0.798436046,0.387756258,6.54e-13,0.95810318,0.983242154,2.995913172,1.206489975,0.946585953,0.994652867,0.908607483,0.445180804,0.942002356,0.056949362,0.837348402,5.32e-17,5.44e-06,0.476529062,0.964671552,0.991931617,0.985399246,0.90903604,0.989248753,0.999999881,0.177457437,0.525426328,0.97566855,0.719004214,0.047261659,0.012372732,0.593425572,0.42976594,0.025252271,0.004414009,0.971618354,0.181759775,0.037221994,0.994371533,0.833961368,0.975,0.547
"219","cid25227462","Cc1nc(Nc2n[nH]c3c2CN(C(=O)NC(CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1",490.23,9,3,102.07,8,5,9,10,0,26,1,0,0.367,0.36,93.529,0,0,1,0,-3.546000378,3.080294677,3.186177844,8.187292508,7.440829315,-5.523535479,0.996017754,0.044645388,0.545423865,0.18387711,0.737659633,0.993085332,0.999989883,0.981045008,0.992485583,0.00040705,0.962073684,0.013206493,0.966865122,89.49556886,0.863126274,8.705891596,0.889966428,0.010202036,0.926419377,0.068424731,0.038986441,0.214678958,0.713602901,0.800780654,0.5950014,0.024266144,9.84e-05,0.039576977,0.177584931,6.565052455,0.491074084,0.789692998,0.979254127,0.529993057,0.882434368,0.852516174,0.78060621,0.922191799,5.94e-09,0.000161147,0.951007962,0.962162375,0.877478063,0.914113879,0.653997123,0.973654926,0.999877453,0.29532522,0.138554364,0.619231701,0.167600736,0.028508341,0.000274175,0.033158455,0.102203898,2.39e-05,0.003717044,0.773142874,0.066786878,0.000794779,0.070681587,0.104705498,0.039,0.006
"220","cid66577038","Cc1cc(CS(=O)(=O)c2ccccc2)cc(OCc2ccc(CN3CCCC3CO)cc2)c1",465.2,5,1,66.84,9,4,6,6,0,25,1,0,0.504,0.333,74.111,0,1,1,0,-4.221318955,3.225176448,3.387369092,9.11575843,7.70251546,-5.507721318,0.100298695,0.963791192,0.002253396,0.000331163,0.006106973,0.022240996,0.008517146,0.589513958,0.81850177,0.003159743,0.997269452,0.241907299,0.901717067,95.62106524,0.076422357,3.445391391,0.018350448,0.99962306,0.999987245,0.210823879,0.699137449,0.943321705,0.016514726,0.913751304,0.999999285,0.091250032,9.99e-15,0.09106148,0.014028477,5.053068169,0.436190648,0.761081994,0.698762298,0.311701298,0.08027339,0.421672672,0.772231579,0.277328521,0.018285174,0.276859343,0.363817871,0.646751821,0.548521698,0.847872138,0.154909477,0.627856433,0.221655324,0.033482797,0.011546046,0.271166921,0.000745814,0.00569064,0.00030903,0.00027141,0.063003309,0.005916098,0.000124223,0.030074416,6.77e-05,0.005603151,0.043568674,0.000277638,0.929,0.046
"221","cid11612883","CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1",491.12,8,3,113.08,7,4,10,12,0,26,0,0,0.475,0.227,58,0,0,1,0,-5.053521116,3.3936847,3.698954725,8.216883113,4.85203646,-5.401098284,0.015901212,0.996558011,3.05e-07,0.000378013,0.013836563,0.028193414,0.032535255,0.998822868,0.999991536,9.82e-06,0.999996424,1.46e-05,0.768142819,98.8287737,-0.084535518,1.132013817,0.828674078,5.59e-06,0.004047024,3.74e-11,4e-08,1.36e-06,3.46e-08,0.808891058,0.999400616,8.78e-08,1.3e-09,0.999850512,0.855788708,3.379125825,0.637297837,0.891120076,0.996622443,0.210185304,0.535499573,0.954754412,0.030313578,0.517160177,1.3e-11,0.006213606,0.306841671,0.96933955,0.573919713,0.90486747,0.365918726,0.95679301,0.999990702,0.247625887,0.816619992,0.916340828,0.022645496,0.005472336,0.000158016,1.11e-05,0.215098739,3.47e-05,1.97e-06,0.140170664,0.000278962,2.28e-06,0.004181811,0.000743306,0.878,0.089
