"","ChEMBL ID","AlogP","Polar Surface Area","HBA","HBD","#RO5 Violations","#Rotatable Bonds","Passes Ro3","QED Weighted","CX Acidic pKa","CX Basic pKa","CX LogP","CX LogD","Aromatic Rings","Inorganic Flag","Heavy Atoms","HBA (Lipinski)","HBD (Lipinski)","#RO5 Violations (Lipinski)","Smiles"
"10848","CHEMBL498846","2.74","221.27","17","3","2","20","N","0.09","12.01","None","4.21","4.21","0",-1,"55","17","3","2","CCCCCCCCO[C@@H]1O[C@@H](C)[C@H](OC(=O)CCCCC)[C@@H](O[C@@H]2O[C@@H](C)[C@H](OC(C)=O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC(C)=O)[C@@H](O)[C@H]3O)[C@H]2OC(C)=O)[C@H]1O"
"10849","CHEMBL456735","2.02","86.99","5","3","0","0","N","0.68","8.65","None","3.87","3.84","2",-1,"20","5","3","0","Cc1cc(O)c2c(c1)C(O)Oc1cccc(O)c1C2=O"
"10850","CHEMBL1201295","5.16","84.86","6","2","1","7","N","0.37","14.00","9.59","6.30","4.15","3",0,"34","6","2","1","Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1"
"10851","CHEMBL187706","1.33","70.19","6","1","0","4","N","0.38","1.13","3.27","0.24","0.72","1",-1,"15","6","0","0","Cc1ncc([N+](=O)[O-])n1CCOC(=S)[S-].[Na+]"
"10852","CHEMBL505936","6.03","136.68","8","5","2","26","N","0.06","13.37","None","6.32","6.32","0",-1,"43","8","5","2","CCCCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H](O)CCC(O)CCCC(O)CCC[C@@H](O)CC2=C[C@H](C)OC2=O)O1"
"10853","CHEMBL518852","3.84","40.16","5","0","0","5","N","0.65","None","9.32","3.49","1.58","3",-1,"26","5","0","0","COc1cc(CCN(C)C)c2ccc3cc4c(cc3c2c1OC)OCO4"
"10854","CHEMBL185753","5.58","38.69","3","1","1","0","N","0.50","7.41","None","5.00","4.71","2",-1,"18","3","1","1","Oc1cc(Br)cc2c1Oc1cc(Br)cc(Br)c1O2"
"10855","CHEMBL256953","2.87","244.77","15","9","3","2","N","0.19","12.35","2.03","0.88","0.88","1",-1,"69","15","9","3","C[C@@H]1[C@]2(O[C@H]3C=C4[C@@H]5CC[C@H]6Cc7nc8c(nc7C[C@]6(C)[C@H]5C[C@@H](O)[C@]4(C)[C@]31O)C[C@@H]1CC[C@H]3C4=C[C@@H]5O[C@]6(O[C@](C)(CO)C[C@H]6O)[C@@H](C)[C@]5(O)[C@@]4(C)[C@H](O)C[C@@H]3[C@@]1(C)[C@H]8O)O[C@](C)(CO)C[C@H]2O"
"10856","CHEMBL458846","5.31","100.13","6","3","1","6","N","0.38","7.37","None","5.93","5.56","3",-1,"30","6","3","1","COc1c(O)cc2oc3cc(O)cc(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C"
"10857","CHEMBL465819","3.25","127.57","10","0","0","6","N","0.40","None","None","1.53","1.53","3",-1,"33","10","0","0","COc1cc(OC(C)=O)c2c(=O)c(OC(C)=O)c(-c3ccc(OC(C)=O)c(OC)c3)oc2c1"
"10858","CHEMBL347695","2.29","36.28","4","0","0","3","N","0.83","None","6.68","2.04","1.97","2",0,"18","4","0","0","CCn1ccnc1CC1COc2ccccc2O1"
"10859","CHEMBL906","-1.59","138.48","8","2","0","3","N","0.39","-3.04","None","-0.87","-0.78","1",0,"19","9","4","0","Nc1cc(N2CCCCC2)nc(N)[n+]1OS(=O)(=O)[O-]"
"10860","CHEMBL507293","4.40","55.76","4","1","0","4","N","0.66","9.03","None","4.45","4.44","2",-1,"25","4","1","0","COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c2c1CCC(C)(C)O2"
"10861","CHEMBL827","2.09","38.33","3","1","0","3","Y","0.81","None","9.09","2.25","0.57","1",0,"17","3","1","0","COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1"
"10862","CHEMBL453501","4.32","55.76","4","1","0","5","N","0.82","9.51","None","4.37","4.37","2",-1,"25","4","1","0","COc1ccc(C(=O)CCc2ccc(O)cc2)c2c1CCC(C)(C)O2"
"10863","CHEMBL491566","-0.41","210.79","15","2","2","6","N","0.22","12.14","None","-1.68","-1.68","0",-1,"45","15","2","2","CC(=O)O[C@H]1[C@@H](OC(C)=O)[C@]2(CO2)[C@H]2[C@](C)([C@H]1OC(C)=O)[C@]1(OC(C)=O)/C=C\C(CO)=C/[C@@H]3OC(=O)[C@H](C)[C@@]3(O)[C@]21OC(C)=O"
"10864","CHEMBL471279","3.43","111.52","8","2","0","5","N","0.74","8.01","None","4.48","4.39","2",-1,"27","8","2","0","COC(=O)c1cc(O)cc(OC)c1Oc1cc(C)c(Cl)c(O)c1C(=O)OC"
"10865","CHEMBL189129","2.19","89.90","6","1","0","2","N","0.60","13.53","None","3.15","3.15","0",-1,"26","6","1","0","C=C1C(=O)O[C@@H]2[C@@H](O)/C(C)=C\C(=O)/C=C(\C)C[C@H](OC(=O)/C(C)=C/C)[C@@H]12"
"10866","CHEMBL142652","0.45","139.84","8","6","1","5","N","0.40","8.60","None","1.13","1.11","2",0,"28","8","6","1","OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O"
"10867","CHEMBL16080","2.38","0.00","0","0","0","0","Y","0.45","None","None","2.08","2.08","0",0,"5","0","0","0","CC(Cl)(Cl)Cl"
"10868","CHEMBL469616","6.04","52.60","4","0","1","2","N","0.40","None","None","5.06","5.06","0",-1,"31","4","0","1","CC(=O)O[C@@H]1OC=C2CC[C@@H]3[C@](C)(CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@]43C=O)[C@H]21"
"10869","CHEMBL495066","7.49","74.60","2","2","1","5","N","0.41","4.42","None","6.77","1.56","0",-1,"34","4","2","1","C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC=C3[C@@H]4C[C@@](C)(C(=O)O)CC[C@]4(C)CC[C@]32C)[C@@]1(C)CCC(=O)O"
"10870","CHEMBL123558","3.23","72.60","6","0","0","8","N","0.35","11.95","8.30","2.59","1.64","2",0,"32","8","0","0","CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1"
"10871","CHEMBL513567","3.63","48.30","4","0","0","4","N","0.86","None","None","3.10","3.10","2",-1,"24","4","0","0","CC(C)C(=O)CCC1(C)CCc2c(c3ccccc3n(C)c2=O)O1"
"10872","CHEMBL523730","1.87","127.20","8","2","0","3","N","0.49","11.81","None","1.79","1.79","0",-1,"32","8","2","0","C=C[C@@]1(C)C[C@@H](O)[C@@H]2[C@@]3(C)C=C(OC(C)=O)C(=O)C(C)(C)[C@@H]3C[C@@H](OC(C)=O)[C@@]2(O)C1=O"
"10873","CHEMBL582355","2.95","74.16","4","2","0","2","N","0.54","None","10.26","2.05","0.38","3",-1,"19","4","4","0","CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1"
"10874","CHEMBL300072","3.80","77.56","3","2","0","3","N","0.51","None","None","3.95","3.95","4",0,"33","6","2","0","O=C(N[C@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1"
"10875","CHEMBL453506","-1.10","240.11","17","4","2","13","N","0.11","9.40","None","-0.30","-0.30","1",-1,"47","17","4","2","CC(=O)OC[C@H]1O[C@H](CO[C@]2(COC(C)=O)O[C@H](COC(=O)/C=C/c3ccc(O)cc3)[C@H](O)[C@H]2O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O"
"10876","CHEMBL511283","5.97","60.69","3","3","1","1","N","0.42","None","None","4.84","4.84","0",-1,"33","3","3","1","C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](C[C@@H](O)[C@@H]4[C@]5(C)[C@@H](CC[C@]43C)C(C)(C)[C@@H](O)C[C@H]5O)[C@@H]12"
"10877","CHEMBL485478","4.29","89.52","8","0","0","4","N","0.46","None","None","3.91","3.91","1",-1,"35","8","0","0","C/C=C(/C)C(=O)O[C@H]1c2cc3c(c4c2[C@@]2(CO4)C(=O)C(OC)=C(OC)C=C2C[C@@H](C)[C@H]1C)OCO3"
"10878","CHEMBL331320","-0.81","136.51","5","3","0","2","N","0.47","None","7.20","0.05","-0.16","1",-1,"17","8","6","1","CN(C)c1nc(C(=O)N=C(N)N)c(N)nc1Cl"
"10879","CHEMBL1081604","4.73","109.11","8","0","1","4","N","0.32","None","None","3.48","3.48","1",-1,"37","8","0","1","COC(=O)C[C@H]1C(C)(C)[C@@H](OC(C)=O)[C@@H]2CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CC[C@@H]3[C@@]1(C)C2=O"
"10880","CHEMBL43128","2.78","60.17","4","2","0","6","N","0.84","None","10.20","1.64","-0.96","2",0,"19","4","3","0","COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O"
"10881","CHEMBL1200532","4.24","6.48","3","0","0","2","N","0.82","None","8.81","3.94","2.52","2",0,"21","2","0","0","CN1CCC(CN2c3ccccc3Sc3ccccc32)C1.Cl"
"10882","CHEMBL1200530","0.10","148.26","8","3","0","7","N","0.41","3.39","None","0.29","-3.12","1",0,"28","10","4","0","CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@@H]21.[Na+]"
"10883","CHEMBL225698","3.51","85.59","8","0","0","7","N","0.59","None","None","2.05","2.05","3",-1,"29","8","0","0","COc1ccc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)cc1OC"
"10884","CHEMBL448060","3.88","52.58","4","0","0","3","N","0.53","None","None","3.15","3.15","3",-1,"20","4","0","0","CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12"
"10885","CHEMBL446217","6.83","125.68","8","4","2","25","N","0.06","13.28","None","7.53","7.53","0",-1,"45","8","4","2","CCCCCCCCCC[C@@H](O)[C@H]1CC[C@H]([C@H]2C[C@@H](O)[C@H]([C@H](O)CCCCCCCCCC[C@@H](O)CC3=C[C@H](C)OC3=O)O2)O1"
"10886","CHEMBL451704","3.61","62.46","4","2","0","2","N","0.56","7.87","None","4.89","4.77","3",-1,"23","4","2","0","CC(C)=CCc1c(O)cc(O)c2c(=O)c3ccccc3n(C)c12"
"10887","CHEMBL501022","3.29","129.34","9","1","1","3","N","0.45","13.30","None","1.92","1.92","1",-1,"39","9","1","1","CC(=O)O[C@@H]1[C@@H]2[C@@]34C(=O)[C@@H](O)C[C@@H]3OC(C)(C)[C@@H]4CC(=O)[C@@]2(C)C2=CC[C@@H](c3ccoc3)[C@]2(C)[C@H]1OC(C)=O"
"10888","CHEMBL524329","4.36","51.35","5","1","0","3","N","0.66","None","6.32","4.20","4.17","2",-1,"36","6","1","0","CCCC(=O)N1CC[C@]23c4ccccc4N[C@H]4N(C)c5cccc6c5[C@]42CCN([C@H]6[C@@H]2OC2(C)C)[C@H]13"
"10889","CHEMBL602034","3.26","57.53","3","2","0","2","N","0.77","None","None","3.29","3.29","0",-1,"23","3","2","0","C=C[C@@]1(C)CCC2C(=C[C@@H](O)[C@H]3C(C)(C)CCC[C@]23CO)C1=O"
"10890","CHEMBL474475","2.78","80.92","4","4","0","8","N","0.60","10.00","None","3.28","3.28","2",-1,"23","4","4","0","Oc1ccc(CC[C@@H](O)C[C@H](O)CCc2ccc(O)cc2)cc1"
"10891","CHEMBL516268","1.92","74.30","7","0","0","1","N","0.62","None","2.06","2.21","2.21","0",0,"27","7","0","0","C[C@@H]1CC[C@H]2[C@@H](C)[C@H](N3CCS(=O)(=O)CC3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4"
"10892","CHEMBL579","1.91","106.94","6","3","0","8","N","0.57","2.96","7.79","0.07","-3.04","1",0,"29","7","3","0","C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2"
"10893","CHEMBL479322","5.58","66.76","2","2","1","16","N","0.29","1.81","None","6.02","2.98","0",-1,"21","4","2","1","CCCCCCCCCCCCCCCCOP(=O)(O)O"
"10894","CHEMBL503702","2.52","46.53","3","1","0","0","Y","0.41","None","None","2.47","2.47","0",-1,"18","3","1","0","C=C1C(=O)O[C@H]2/C=C(\C)CC/C=C(\C)C[C@H](O)[C@@H]12"
"10895","CHEMBL504676","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5[C@@H](C)C[C@H](O)[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C)C(=O)O[C@@H]2CCl)c(N)c1=O"
"10896","CHEMBL526905","None","None","None","None","None","None","None","None","None","None","None","None","None",-1,"None","None","None","None","C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@@]12OC[C@H](C)C[C@@H]2O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O"
"10897","CHEMBL462921","3.78","60.69","3","3","0","0","N","0.69","9.50","None","4.41","4.41","2",-1,"22","3","3","0","Oc1ccc2cc1-c1cc(ccc1O)CCC(O)CCCC2"
"10898","CHEMBL1673","-0.98","258.64","12","6","2","10","N","0.18","0.90","0.34","-2.95","-9.93","2",0,"28","17","7","2","Nc1nc2c(ncn2COCCOP(=O)(O)OP(=O)(O)OP(=O)(O)O)c(=O)[nH]1"
"10899","CHEMBL441882","2.89","77.88","6","1","0","1","N","0.58","8.20","3.43","2.43","2.36","3",-1,"24","6","1","0","COc1cc(O)c2c(c1)C(=O)c1nccc3cc4c(c-2c13)OCO4"
"10900","CHEMBL463445","4.80","63.52","6","1","0","6","N","0.67","9.74","8.61","4.10","3.04","2",-1,"34","6","1","0","CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1CC1=NCCc2cc(O)c(OC)cc21"
"10901","CHEMBL482245","3.70","68.15","5","2","0","2","N","0.76","8.83","None","3.43","3.42","2",-1,"22","5","2","0","COc1c(C)c(O)c2c(c1OC)C=Cc1c(O)cccc1O2"
"10902","CHEMBL1243063","6.95","58.92","4","2","1","0","N","0.32","7.86","None","7.27","7.14","4",-1,"32","4","2","1","Oc1ccc2cc1Oc1ccc(cc1)/C=C/c1cccc(O)c1Oc1cccc(c1)CC2"
"10903","CHEMBL362558","3.42","91.95","6","1","1","2","N","0.42","9.82","5.27","1.83","1.83","4",0,"38","9","1","1","O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2"
"10904","CHEMBL448174","8.91","102.78","4","4","2","5","N","0.14","4.49","None","7.66","4.85","2",-1,"49","6","4","2","CC(C)=CCc1c2c(cc3c4c([nH]c13)[C@@]1(C)[C@@H](CC[C@H]3[C@](C)(/C=C/C=C(\C)C(=O)[O-])[C@@H](O)CC[C@@]31C)C4)C1=CC(C)(C)OC(C)(C)[C@H]1[C@@H]2O.[Na+]"
"10905","CHEMBL1824862","1.16","68.90","5","1","0","1","N","0.78","11.61","None","0.33","0.33","1",-1,"16","5","1","0","COc1cc(=O)oc2c1[C@H](O)O[C@@H](C)[C@H]2C"
"10906","CHEMBL480657","0.06","179.28","11","6","2","5","N","0.30","7.83","None","0.28","0.14","3",-1,"33","11","6","2","COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O"
"10907","CHEMBL224381","3.68","81.68","8","0","0","9","N","0.54","None","None","3.11","3.11","2",-1,"32","8","0","0","COc1cc(C(c2cc(OC)c(OC)c(OC)c2)[C@@H]2COC(=O)[C@H]2C)cc(OC)c1OC"
"10908","CHEMBL518291","1.34","105.59","7","2","0","1","N","0.40","11.03","None","1.92","1.92","0",-1,"28","7","2","0","C=C(C)[C@@H]1C[C@H]2O[C@](O)(C/C(C)=C\C(=O)/C=C(/C)C[C@@H]3OC(=O)[C@]24O[C@@H]34)[C@H]1O"
"10909","CHEMBL31970","4.15","89.52","5","0","0","7","N","0.55","None","None","4.60","4.60","1",-1,"23","7","0","0","CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]"
"10910","CHEMBL516995","3.44","66.76","4","2","0","0","N","0.40","13.72","None","3.26","3.26","0",-1,"24","4","2","0","C=C1C(=O)O[C@H]2C/C(C)=C/CC/C(C)=C/CC[C@@](C)(O)[C@@H](O)C[C@H]12"
"10911","CHEMBL922","2.70","166.98","13","1","2","11","N","0.21","None","3.75","3.06","3.06","2",0,"34","13","2","2","CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C"
"10912","CHEMBL518365","3.57","63.99","6","1","0","1","N","0.73","None","2.58","1.90","1.90","2",-1,"27","5","1","0","CSC1=CC(=O)C(Br)=C[C@]12CCNC1=C2c2nccc3cn(C)c(c23)C1=O"
"10913","CHEMBL516799","3.69","63.99","6","1","0","1","N","0.73","None","2.55","1.91","1.91","2",-1,"27","5","1","0","CSC1=CC(=O)C(Br)=C[C@]12C=CNC1=C2c2nccc3cn(C)c(c23)C1=O"
"10914","CHEMBL463174","3.17","144.64","11","0","1","6","N","0.38","None","None","1.30","1.30","3",-1,"35","11","0","1","COc1cc(OC(C)=O)c2c(=O)c(OC(C)=O)c(-c3ccc(OC(C)=O)c(OC(C)=O)c3)oc2c1"
"10915","CHEMBL478752","2.63","95.97","7","0","0","3","N","0.52","None","None","2.49","2.49","2",-1,"27","7","0","0","COc1cc(OC(C)=O)c2c(c1)C(=O)c1cc(C)cc(OC(C)=O)c1C2=O"
"10916","CHEMBL463058","2.32","79.15","5","3","0","3","N","0.67","12.22","None","2.45","2.45","0",-1,"26","5","3","0","CC(C)[C@@H]1CC[C@@H](C)C23CC[C@@](C)(O[C@@H]4O[C@H](C)[C@H](O)[C@H](O)[C@H]4O)[C@@H]2[C@@H]13"
"10917","CHEMBL591822","4.42","52.60","4","0","0","2","N","0.42","None","None","3.36","3.36","0",-1,"25","4","0","0","CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H](C)[C@]23CC/C(=C\C=O)O3)C1(C)C"
"10918","CHEMBL3989859","9.06","35.53","3","0","1","13","N","0.21","None","None","10.42","10.42","1",0,"34","3","0","1","CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2"
"10919","CHEMBL458902","3.46","59.06","4","1","0","0","N","0.32","13.58","None","3.50","3.50","0",-1,"24","4","1","0","C=C1C(=O)O[C@H]2[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@@]3(C)O[C@H]3C[C@H]12"
"10920","CHEMBL361812","3.09","88.40","4","2","0","6","N","0.65","4.39","None","3.30","0.41","3",0,"29","6","2","0","O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2"
"10921","CHEMBL463370","0.04","46.53","3","1","0","0","Y","0.54","13.31","None","-0.21","-0.21","0",-1,"11","3","1","0","O=C1C=C[C@]2(O)CCO[C@@H]2C1"
"10922","CHEMBL519030","6.76","77.76","3","3","1","6","N","0.36","4.77","None","5.76","3.18","0",-1,"35","4","3","1","C=C(CC[C@@H](C(=O)O)[C@H]1C[C@H](O)[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C"
"10923","CHEMBL1240857","3.79","204.58","14","4","2","7","N","0.16","7.74","None","4.90","4.73","4",-1,"48","14","4","2","COC(=O)CC1Cc2cc3cc(OC)c(-c4c(OC)cc5cc6c(c(O)c5c4O)C(=O)OC(CC(=O)OC)C6)c(O)c3c(O)c2C(=O)O1"
"10924","CHEMBL490932","3.80","46.33","2","1","0","6","N","0.86","None","9.99","3.64","1.18","2",0,"26","3","2","0","CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)CCCN.Cl"
"10925","CHEMBL454965","2.03","162.32","12","3","2","12","N","0.27","12.11","9.67","0.92","-1.34","1",-1,"50","13","3","2","CCN1C[C@]2(COC(=O)c3ccccc3NC(=O)CCC(=O)OC)CC[C@H](OC)[C@]34[C@H]1[C@@](O)([C@@H](OC)[C@H]23)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1[C@H]2OC"
"10926","CHEMBL218650","4.97","101.12","9","0","1","8","N","0.30","None","5.51","6.14","6.14","3",0,"38","10","0","1","C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1"
"10927","CHEMBL1214643","6.37","111.25","8","2","2","11","N","0.17","13.90","8.36","5.68","4.68","5",-1,"48","10","2","2","COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(O[11CH3])c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2"
"10928","CHEMBL457644","4.47","46.53","3","1","0","3","N","0.67","7.06","None","5.14","4.64","2",-1,"23","3","1","0","CC1(C)C=Cc2c(ccc(C(=O)/C=C/c3ccccc3)c2O)O1"
"10929","CHEMBL804","0.99","60.16","2","1","0","1","N","0.72","9.68","None","1.18","1.18","1",-1,"11","3","2","0","NS(=O)(=O)c1ccc(Cl)cc1"
"10930","CHEMBL517266","1.40","86.99","5","3","0","0","N","0.58","11.47","None","1.15","1.15","0",-1,"25","5","3","0","C=C1C(=O)[C@]23C[C@H]1C[C@H](O)[C@H]2[C@@]12CO[C@@]3(O)C[C@@H]1C(C)(C)CC[C@@H]2O"
"10931","CHEMBL60662","0.73","113.52","9","3","0","5","N","0.44","12.45","3.22","0.99","0.99","3",-1,"26","8","3","0","OC[C@H]1O[C@@H](n2cnc3c(SCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O"
"10932","CHEMBL1256734","0.25","141.08","6","3","0","5","N","0.46","-1.09","None","0.38","-5.45","1",0,"27","9","3","0","CC1(C)S[C@@H]2[C@H](NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O"
"10933","CHEMBL1908322","5.17","37.30","4","1","1","3","N","0.65","13.64","None","4.79","4.79","0",0,"27","2","1","1","CCS[C@]1(SC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"10934","CHEMBL451459","7.35","113.29","7","3","2","26","N","0.07","13.90","None","7.50","7.50","0",-1,"42","7","3","2","CCCCCCCCCCCC[C@H](O)[C@@H]1CC[C@@H]([C@@H](O)CCCCCC(O)CCCCC2CC(CC(C)=O)C(=O)O2)O1"
"10935","CHEMBL594621","5.19","57.53","2","2","1","14","N","0.26","4.82","None","5.36","2.82","0",0,"23","3","2","1","CCCCC[C@H](O)/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O"
"10936","CHEMBL595798","1.52","48.67","4","0","0","0","N","0.59","None","None","1.41","1.41","2",-1,"14","4","0","0","O=c1ccc2cc3c(cc2o1)OCO3"
"10937","CHEMBL235191","2.48","84.22","3","3","0","3","N","0.75","13.68","3.24","1.47","1.47","2",0,"20","5","4","0","CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1"
"10938","CHEMBL3085504","None","None","None","None","None","None","None","None","None","None","None","None","None",0,"None","None","None","None","Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.O=S(=O)(O)O"
"10939","CHEMBL2105685","3.30","75.89","7","1","0","3","N","0.48","None","2.33","3.52","3.52","4",0,"32","8","1","0","Cl.S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1"
"10940","CHEMBL255890","5.53","86.99","5","3","1","5","N","0.57","7.84","None","6.29","6.16","2",-1,"30","5","3","1","CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(CC=C(C)C)c1O"
"10941","CHEMBL301370","2.91","58.64","3","1","0","2","Y","0.91","12.28","None","2.64","2.64","1",0,"20","5","1","0","CC[C@H]1C(=O)Nc2ccc(F)cc2N1C(=O)OC(C)C"
"10942","CHEMBL502109","6.57","0.00","0","0","1","14","N","0.27","None","None","3.08","3.08","1",0,"23","1","0","1","CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]"
"10943","CHEMBL1235931","0.44","54.37","2","1","0","3","Y","0.58","4.32","None","-0.07","-3.02","0",0,"8","3","1","0","CC(=O)CCC(=O)O"
"10944","CHEMBL24510","2.12","50.19","2","1","0","4","N","0.77","1.14","5.77","1.14","-0.35","1",-1,"13","3","1","0","CCCCc1ccc(C(=O)O)nc1"
"10945","CHEMBL518220","2.85","72.97","5","0","0","1","N","0.42","13.02","None","3.45","3.45","0",-1,"25","5","0","0","C=C(C)[C@@H]1CCC2=C[C@H](C[C@@]3(C)O[C@@H]3C(=O)/C=C(\C)C(=O)C1)OC2=O"
"10946","CHEMBL416081","2.12","47.56","3","1","0","1","Y","0.79","None","None","2.05","2.05","1",-1,"16","4","1","0","CNC(=O)Oc1cccc2c1OC(C)(C)C2"
"10947","CHEMBL44228","3.65","0.00","0","0","0","0","N","0.57","None","None","3.79","3.79","1",-1,"9","0","0","0","Clc1cc(Cl)cc(Cl)c1"
"10948","CHEMBL557633","2.11","121.40","8","1","0","7","N","0.49","None","5.89","1.52","1.50","2",-1,"33","11","1","1","CC(=O)NC[C@H]1CN(c2ccc(N3CCN(Cc4ccc([N+](=O)[O-])o4)CC3)c(F)c2)C(=O)O1.Cl"
"10949","CHEMBL171623","-0.25","40.46","2","2","0","3","Y","0.47","None","None","-0.63","-0.63","0",-1,"6","2","2","0","OCCCCO"
"10950","CHEMBL3301604","5.52","76.07","4","1","1","8","N","0.59","4.10","None","5.12","2.02","2",0,"30","6","1","1","O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2ccc(Cl)cc2)CC1"
"10951","CHEMBL502852","3.66","139.44","6","2","1","18","N","0.22","12.72","None","4.20","4.20","1",-1,"51","12","2","2","CC[C@H](C)[C@@H](C(=O)NC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H](C)N(C)C(=O)/C=C/c1ccccc1)C(C)C"
"10952","CHEMBL465202","5.93","69.92","4","3","1","9","N","0.43","10.14","None","6.11","6.11","1",-1,"31","4","3","1","CC(C)=C[C@@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1"
